date,spread_spread_3M,spread_z_3M,spread_signal_3M,spread_spread_6M,spread_z_6M,spread_signal_6M,spread_spread_1Y,spread_z_1Y,spread_signal_1Y,spread_spread_2Y,spread_z_2Y,spread_signal_2Y,spread_spread_3Y,spread_z_3Y,spread_signal_3Y,spread_spread_5Y,spread_z_5Y,spread_signal_5Y,spread_spread_7Y,spread_z_7Y,spread_signal_7Y,spread_spread_10Y,spread_z_10Y,spread_signal_10Y,spread_spread_15Y,spread_z_15Y,spread_signal_15Y,spread_spread_20Y,spread_z_20Y,spread_signal_20Y,spread_spread_30Y,spread_z_30Y,spread_signal_30Y,cip_3M,cip_z_3M,cip_signal_3M,cip_6M,cip_z_6M,cip_signal_6M,cip_1Y,cip_z_1Y,cip_signal_1Y,cip_2Y,cip_z_2Y,cip_signal_2Y,cip_3Y,cip_z_3Y,cip_signal_3Y,cip_5Y,cip_z_5Y,cip_signal_5Y,cip_7Y,cip_z_7Y,cip_signal_7Y,cip_10Y,cip_z_10Y,cip_signal_10Y,cip_15Y,cip_z_15Y,cip_signal_15Y,cip_20Y,cip_z_20Y,cip_signal_20Y,cip_30Y,cip_z_30Y,cip_signal_30Y,signal_RU,signal_CN,divergence,z_RU_beta0,z_RU_beta1,z_RU_beta2,z_CN_beta0,z_CN_beta1,z_CN_beta2
2022-01-31,7.9243999999999994,2.6136,1,7.8318,2.4996,1,7.768600000000001,2.4721,1,7.5383,2.4375,1,7.418200000000001,2.4752,1,7.236599999999999,2.6733,1,6.884499999999999,2.7286,1,6.7203,2.8339,1,6.251899999999999,2.8871,1,6.0748,2.8301,1,5.7581999999999995,2.7496,1,4.3998,1.0501,0,4.3072,1.0426,0,4.244,1.029,0,4.0137,1.0122,0,3.8936,1.001,0,3.712,0.9914,0,3.3599,0.9716,0,3.1957,0.9486,0,2.7273,0.93,0,2.5502,0.9129,0,2.2336,0.8899,0,0.0,0.0,0.0,0.991,2.081,0.2216,0.0375,-0.7357,-0.179
2022-02-28,11.87,3.3224,1,11.69,3.2341,1,11.4058,3.203,1,10.8342,3.1504,1,10.817,3.2493,1,10.689499999999999,3.4619,1,10.270299999999999,3.5651,1,9.745,3.6371,1,8.6715,3.5762,1,8.040400000000002,3.4522,1,7.106100000000001,3.2344,1,-1.9614,0.5289,0,-2.1414,0.5152,0,-2.4256,0.4783,0,-2.9972,0.4253,0,-3.0144,0.4169,0,-3.1419,0.4007,0,-3.5611,0.3672,0,-4.0864,0.3025,0,-5.1599,0.2212,0,-5.791,0.1596,0,-6.7253,0.0713,0,-1.0,0.0,0.0,2.9565,3.1346,2.1871,0.6649,-0.1685,0.1105
2022-03-31,13.2288,2.9156,1,12.5281,2.7719,1,11.560099999999998,2.6108,1,10.2608,2.3955,1,9.5049,2.2288,1,8.8267,2.1273,1,8.445,2.145,1,8.4422,2.3121,1,8.0808,2.522,1,7.939300000000001,2.6576,1,7.704000000000001,2.8987,1,-0.6189,0.6156,0,-1.3196,0.5583,0,-2.2876,0.4641,0,-3.5869,0.3501,0,-4.3428,0.2753,0,-5.021,0.2051,0,-5.4027,0.1732,0,-5.4055,0.1577,0,-5.7669,0.1469,0,-5.9084,0.135,0,-6.1437,0.1178,0,0.0,0.0,0.0,1.3719,1.3976,-3.4575,0.4581,-0.2376,0.2125
2022-04-30,11.2424,1.9789,1,9.719899999999999,1.6634,1,8.158,1.3075,0,7.3328999999999995,1.1696,0,7.378500000000001,1.2385,0,7.4664,1.3616,0,7.3725000000000005,1.4451,0,7.481400000000001,1.5759,1,7.263400000000001,1.7596,1,7.2835,1.9124,1,7.212,2.1306,1,17.0753,1.9584,1,15.5528,1.8587,1,13.9909,1.7569,1,13.1658,1.715,1,13.2114,1.7299,1,13.2993,1.7625,1,13.2054,1.7803,1,13.3143,1.8,1,13.0963,1.8175,1,13.1164,1.825,1,13.0449,1.8351,1,0.0,0.0,0.0,0.6311,-2.1936,-1.4962,0.7151,-1.1109,0.0879
2022-05-31,9.2004,1.2681,0,8.726700000000001,1.2453,0,8.174,1.2032,0,7.581799999999999,1.1589,0,7.438699999999999,1.1584,0,7.1335999999999995,1.113,0,6.8231,1.0807,0,6.737400000000001,1.0741,0,6.3873,1.1276,0,6.3323,1.186,0,6.200600000000001,1.2754,0,28.1889,2.3952,1,27.7152,2.393,1,27.1625,2.3964,1,26.5703,2.3933,1,26.4272,2.4003,1,26.1221,2.4131,1,25.8116,2.4215,1,25.7259,2.4338,1,25.3758,2.4434,1,25.3208,2.4458,1,25.1891,2.4531,1,1.0,0.0,0.0,-2.5166,1.2675,1.3922,-0.2382,-1.0791,0.0775
2022-06-30,7.1494,0.6379,0,6.9381,0.6603,0,6.739599999999999,0.6749,0,6.3452,0.648,0,6.2209,0.6223,0,6.0871,0.5955,0,5.942499999999999,0.5977,0,5.969499999999999,0.6008,0,5.6882,0.6481,0,5.6545000000000005,0.689,0,5.54,0.7372,0,44.7012,2.7706,1,44.4899,2.7837,1,44.2914,2.8094,1,43.897,2.8247,1,43.7727,2.835,1,43.6389,2.8598,1,43.4943,2.8785,1,43.5213,2.8976,1,43.24,2.9098,1,43.2063,2.9133,1,43.0918,2.9211,1,0.0,0.0,0.0,-1.2925,-1.2795,0.2044,0.4577,-0.7104,0.8435
2022-07-31,5.6512,0.1712,0,5.4638,0.1774,0,5.3277,0.1697,0,5.3214,0.2262,0,5.5272,0.3001,0,5.856399999999999,0.4399,0,5.9326,0.5355,0,6.134,0.6295,0,6.051,0.7964,0,6.0635,0.8761,0,6.0051000000000005,0.9852,0,26.2898,1.5323,1,26.1024,1.5393,1,25.9663,1.552,1,25.96,1.5729,1,26.1658,1.5906,1,26.495,1.6213,1,26.5712,1.6395,1,26.7726,1.6555,1,26.6896,1.671,1,26.7021,1.675,1,26.6437,1.681,1,0.0,0.0,0.0,0.6965,-2.4154,-0.2835,-0.4471,-0.7209,0.4308
2022-08-31,6.2396,0.292,0,6.0169,0.2943,0,5.9522,0.3256,0,5.7431,0.3296,0,5.8582,0.3772,0,6.1035,0.4934,0,6.2256,0.6189,0,6.487499999999999,0.7566,0,6.4728,0.9685,0,6.486599999999999,1.0566,0,6.4438,1.1912,0,32.6362,1.6758,1,32.4135,1.6812,1,32.3488,1.6974,1,32.1397,1.7076,1,32.2548,1.719,1,32.5001,1.7419,1,32.6222,1.7598,1,32.8841,1.7767,1,32.8694,1.7924,1,32.8832,1.7957,1,32.8404,1.8017,1,0.0,1.0,0.0,0.4023,0.2822,-0.6566,-1.5295,0.077,0.3283
2022-09-30,7.0074,0.4586,0,6.83,0.4853,0,6.936499999999999,0.5993,0,7.073600000000001,0.7715,0,7.315900000000001,0.9031,0,7.696399999999999,1.1309,0,7.854899999999999,1.3164,0,8.0299,1.4661,0,7.9963000000000015,1.6945,1,8.0183,1.8114,1,7.971,1.9871,1,41.283,1.8876,1,41.1056,1.8962,1,41.2121,1.9169,1,41.3492,1.9413,1,41.5915,1.9567,1,41.972,1.9815,1,42.1305,1.9975,1,42.3055,2.0079,1,42.2719,2.0189,1,42.2939,2.0215,1,42.2466,2.0263,1,-1.0,0.0,0.0,2.1828,-0.7701,0.2657,0.7526,-0.2632,0.7889
2022-10-31,5.8050999999999995,0.0438,0,5.8284,0.1094,0,5.9895,0.2136,0,6.1217999999999995,0.3403,0,6.4137,0.4638,0,6.942799999999999,0.7156,0,7.186,0.9066,0,7.5367,1.1032,0,7.6354999999999995,1.3572,0,7.6882,1.465,0,7.684699999999999,1.6216,1,32.5669,1.3436,0,32.5902,1.3582,0,32.7513,1.3758,0,32.8836,1.3946,0,33.1755,1.4087,0,33.7046,1.4342,0,33.9478,1.4503,0,34.2985,1.4649,0,34.3973,1.4797,0,34.45,1.4832,0,34.4465,1.4884,0,0.0,0.0,0.0,-0.3291,-1.2403,-0.6659,-1.0398,-0.0701,-0.2862
2022-11-30,5.0289,-0.258,0,5.1259,-0.1879,0,5.3259,-0.0871,0,5.5898,0.0593,0,5.9383,0.1926,0,6.5455000000000005,0.4652,0,6.9155,0.7044,0,7.3149999999999995,0.9084,0,7.4773,1.171,0,7.5565,1.2784,0,7.5737,1.4208,0,37.5338,1.4588,0,37.6308,1.4754,0,37.8308,1.4917,0,38.0947,1.5142,1,38.4432,1.5287,1,39.0504,1.5531,1,39.4204,1.5717,1,39.8199,1.5856,1,39.9822,1.5995,1,40.0614,1.603,1,40.0786,1.6078,1,0.0,-1.0,0.0,0.2566,-0.7723,-0.5309,2.1187,1.1237,-0.9092
2022-12-31,4.6281,-0.4516,0,4.8003,-0.3676,0,5.1531,-0.2172,0,5.5978,-0.0046,0,6.116,0.2092,0,6.725399999999999,0.492,0,7.0718000000000005,0.7211,0,7.4747,0.923,0,7.6568000000000005,1.1792,0,7.7781,1.3012,0,7.844799999999999,1.458,0,20.9591,0.5757,0,21.1313,0.5937,0,21.4841,0.6167,0,21.9288,0.6455,0,22.447,0.6677,0,23.0564,0.6922,0,23.4028,0.7098,0,23.8057,0.7235,0,23.9878,0.7406,0,24.1091,0.7469,0,24.1758,0.7541,0,0.0,0.0,0.0,0.4152,-1.0627,-0.0404,-0.5804,0.339,-0.7335
2023-01-31,5.0944,-0.3594,0,5.0386999999999995,-0.3483,0,5.1465,-0.2945,0,5.4607,-0.1434,0,5.901,0.0324,0,6.666099999999999,0.3979,0,7.178899999999999,0.7145,0,7.6922999999999995,0.9705,0,8.005400000000002,1.2758,0,8.159699999999999,1.4041,0,8.250699999999998,1.5565,1,22.1601,0.5764,0,22.1044,0.5826,0,22.2122,0.5929,0,22.5264,0.6149,0,22.9667,0.6329,0,23.7318,0.6651,0,24.2446,0.6909,0,24.758,0.7098,0,25.0711,0.7327,0,25.2254,0.7404,0,25.3164,0.7484,0,0.0,0.0,0.0,1.1576,-1.0245,-0.9179,0.1888,-0.9993,1.6812
2023-02-28,5.2195,-0.366,0,5.219899999999999,-0.3388,0,5.4009,-0.259,0,5.8215,-0.0392,0,6.246600000000001,0.1468,0,6.9326,0.4833,0,7.422699999999999,0.7853,0,7.968299999999999,1.0482,0,8.2776,1.3203,0,8.412,1.424,0,8.487099999999998,1.5456,1,25.5992,0.7034,0,25.5996,0.7128,0,25.7806,0.7265,0,26.2012,0.7533,0,26.6263,0.7691,0,27.3123,0.7944,0,27.8024,0.8168,0,28.348,0.8357,0,28.6573,0.8558,0,28.7917,0.8614,0,28.8668,0.8676,0,0.0,0.0,0.0,0.6125,-0.2332,-0.4826,0.5108,1.4088,-1.8686
2023-03-31,5.8694,-0.181,0,5.6403,-0.2315,0,5.5972,-0.2406,0,5.8582,-0.0873,0,6.241099999999999,0.0802,0,6.9763,0.448,0,7.459599999999999,0.7394,0,7.9772,0.973,0,8.2411,1.1979,0,8.3646,1.2857,0,8.4268,1.383,0,22.7299,0.482,0,22.5008,0.4779,0,22.4577,0.479,0,22.7187,0.4972,0,23.1016,0.5114,0,23.8368,0.5407,0,24.3201,0.5633,0,24.8377,0.581,0,25.1016,0.5996,0,25.2251,0.6051,0,25.2873,0.6111,0,0.0,0.0,0.0,0.2921,-0.0601,-0.7099,-0.4766,-0.3168,-0.3268
2023-04-30,5.2759,-0.4576,0,5.2379,-0.4535,0,5.2936000000000005,-0.4476,0,5.6252,-0.2865,0,6.1299,-0.0539,0,6.997,0.398,0,7.5847999999999995,0.7488,0,8.1512,1.0003,0,8.4399,1.2164,0,8.5875,1.3092,0,8.7145,1.4252,0,-1.0971,-0.9596,0,-1.1351,-0.9534,0,-1.0794,-0.9429,0,-0.7478,-0.9135,0,-0.2431,-0.8838,0,0.624,-0.8324,0,1.2118,-0.7937,0,1.7782,-0.7651,0,2.0669,-0.7326,0,2.2145,-0.721,0,2.3415,-0.7055,0,0.0,0.0,0.0,0.6056,-0.9984,-0.43,-0.6021,0.3447,-0.9102
2023-05-31,5.9099,-0.2512,0,5.7759,-0.2681,0,5.7571,-0.2777,0,5.9836,-0.1475,0,6.4190000000000005,0.0564,0,7.1541999999999994,0.4346,0,7.6259,0.7097,0,8.195,0.9527,0,8.494,1.1571,0,8.631599999999999,1.2369,0,8.7867,1.3507,0,-11.3518,-1.5819,-1,-11.4858,-1.5815,-1,-11.5046,-1.5746,-1,-11.2781,-1.5501,-1,-10.8427,-1.523,-1,-10.1075,-1.4766,0,-9.6358,-1.442,0,-9.0667,-1.4116,0,-8.7677,-1.3753,0,-8.6301,-1.363,0,-8.475,-1.3434,0,0.0,0.0,0.0,0.2154,0.0858,-0.6505,-0.211,-1.2375,-1.2381
2023-06-30,5.8565,-0.3138,0,5.8995999999999995,-0.2609,0,6.1077,-0.1511,0,6.4153,0.0593,0,6.834700000000001,0.2693,0,7.5153,0.6145,0,7.9324,0.8474,0,8.4549,1.0491,0,8.7475,1.228,0,8.888599999999999,1.3037,0,9.032799999999998,1.3969,0,-38.4438,-2.6982,-1,-38.4007,-2.6926,-1,-38.1926,-2.6771,-1,-37.885,-2.6535,-1,-37.4656,-2.6334,-1,-36.785,-2.6008,-1,-36.3679,-2.5764,-1,-35.8454,-2.5551,-1,-35.5528,-2.5261,-1,-35.4117,-2.5153,-1,-35.2675,-2.4994,-1,0.0,0.0,0.0,0.3049,-0.1988,-0.0218,-0.8134,-0.4885,0.0641
2023-07-31,6.219,-0.1913,0,6.4136999999999995,-0.0597,0,6.9597999999999995,0.254,0,7.2354,0.5217,0,7.5534,0.7022,0,7.9856,0.8872,0,8.2227,0.9897,0,8.5103,1.0271,0,8.585700000000001,1.0644,0,8.6117,1.0686,0,8.5397,1.0346,0,-25.7573,-1.8607,-1,-25.5626,-1.8501,-1,-25.0165,-1.8252,-1,-24.7409,-1.8098,-1,-24.4229,-1.8001,-1,-23.9907,-1.7877,-1,-23.7536,-1.7778,-1,-23.466,-1.7719,-1,-23.3906,-1.7602,-1,-23.3646,-1.7571,-1,-23.4366,-1.7543,-1,0.0,0.0,0.0,-1.1836,0.7359,0.8096,-0.5184,-0.7107,0.9984
2023-08-31,8.6091,0.7492,0,8.47,0.8366,0,8.6049,1.0633,0,8.560300000000002,1.2937,0,8.6385,1.3892,0,8.740400000000001,1.3848,0,8.782499999999999,1.3469,0,8.912500000000001,1.2611,0,8.8415,1.1759,0,8.834299999999999,1.1525,0,8.7773,1.1179,0,-32.1177,-1.9344,-1,-32.2568,-1.9387,-1,-32.1219,-1.936,-1,-32.1665,-1.9361,-1,-32.0883,-1.9378,-1,-31.9864,-1.9411,-1,-31.9443,-1.9411,-1,-31.8143,-1.9422,-1,-31.8853,-1.9386,-1,-31.8925,-1.9367,-1,-31.9495,-1.9332,-1,0.0,0.0,0.0,-0.3402,1.6745,-0.3584,-1.3151,1.7301,-0.0417
2023-09-30,10.379100000000001,1.3652,0,10.3302,1.5488,1,10.4023,1.8189,1,10.1141,2.0434,1,9.8687,2.042,1,9.554400000000001,1.8812,1,9.3225,1.6835,1,9.2549,1.4643,0,9.1067,1.3031,0,9.0538,1.2369,0,8.8778,1.109,0,-41.0818,-2.0226,-1,-41.1307,-2.0236,-1,-41.0586,-2.0245,-1,-41.3468,-2.0324,-1,-41.5922,-2.0439,-1,-41.9065,-2.0594,-1,-42.1384,-2.0679,-1,-42.206,-2.0747,-1,-42.3542,-2.0741,-1,-42.4071,-2.0736,-1,-42.5831,-2.074,-1,0.0,0.0,0.0,-0.5283,1.7208,0.3257,1.0652,1.8217,-0.4631
2023-10-31,10.837100000000001,1.409,0,10.702200000000001,1.5448,1,10.7449,1.7646,1,10.418899999999999,1.9429,1,10.1799,1.9695,1,9.9475,1.9492,1,9.792200000000001,1.882,1,9.8062,1.7793,1,9.7375,1.6767,1,9.7426,1.6469,1,9.6644,1.5686,1,-30.1805,-1.4408,0,-30.3154,-1.4433,0,-30.2727,-1.4437,0,-30.5987,-1.4517,0,-30.8377,-1.4618,0,-31.0701,-1.4735,0,-31.2254,-1.479,0,-31.2114,-1.4828,0,-31.2801,-1.4807,0,-31.275,-1.4788,0,-31.3532,-1.4766,0,0.0,0.0,0.0,0.9262,-0.2458,-0.1906,0.9688,1.8684,-1.6066
2023-11-30,11.1226,1.3822,0,9.8094,1.0637,0,9.1633,0.9227,0,9.1341,1.1072,0,9.1279,1.1741,0,9.0709,1.1766,0,9.0236,1.1687,0,9.072,1.0992,0,9.0304,1.069,0,8.9552,0.9906,0,8.8395,0.9142,0,-27.206,-1.2336,0,-28.5192,-1.2736,0,-29.1653,-1.2956,0,-29.1945,-1.2927,0,-29.2007,-1.2941,0,-29.2577,-1.2994,0,-29.305,-1.3013,0,-29.2566,-1.3041,0,-29.2982,-1.3022,0,-29.3734,-1.3034,0,-29.4891,-1.303,0,0.0,0.0,0.0,-0.9267,0.1358,-0.6944,-0.2588,1.9085,-0.6475
2023-12-31,9.9283,0.8489,0,10.29,1.163,0,10.700399999999998,1.4945,0,10.3002,1.5806,1,9.7606,1.4313,0,9.3499,1.2789,0,9.2672,1.2792,0,9.3047,1.2346,0,9.1594,1.1278,0,9.0351,1.0097,0,8.8131,0.8426,0,-14.0502,-0.7143,0,-13.6885,-0.6935,0,-13.2781,-0.6766,0,-13.6783,-0.687,0,-14.2179,-0.7083,0,-14.6286,-0.7278,0,-14.7113,-0.7324,0,-14.6738,-0.7367,0,-14.8191,-0.7394,0,-14.9434,-0.7428,0,-15.1654,-0.7468,0,0.0,0.0,0.0,-1.3038,0.1044,1.8321,-0.7946,-0.9931,0.9459
2024-01-31,11.669,1.3927,0,11.519400000000001,1.5266,1,11.3798,1.6293,1,10.7364,1.634,1,10.147,1.5148,1,9.4828,1.2638,0,9.1833,1.1082,0,9.207,1.054,0,9.521099999999999,1.3525,0,9.999699999999999,1.7306,1,10.861799999999999,2.3039,1,-6.8647,-0.4329,0,-7.0143,-0.4308,0,-7.1539,-0.4334,0,-7.7973,-0.4522,0,-8.3867,-0.475,0,-9.0509,-0.5036,0,-9.3504,-0.5166,0,-9.3267,-0.522,0,-9.0126,-0.5099,0,-8.534,-0.4932,0,-7.6719,-0.4609,0,0.0,1.0,0.0,1.3255,0.2609,-1.5575,-1.8729,0.948,1.4608
2024-02-29,11.9446,1.4902,0,11.9061,1.6661,1,11.7929,1.7777,1,11.2274,1.8441,1,10.7195,1.8618,1,10.1622,1.8432,1,9.94,1.7992,1,9.9725,1.7331,1,10.1481,1.7545,1,10.5294,1.9294,1,11.3784,2.2868,1,-4.3946,-0.339,0,-4.4331,-0.3331,0,-4.5463,-0.3349,0,-5.1118,-0.351,0,-5.6197,-0.3704,0,-6.177,-0.3949,0,-6.3992,-0.4057,0,-6.3667,-0.412,0,-6.1911,-0.4071,0,-5.8098,-0.3957,0,-4.9608,-0.367,0,0.0,0.0,0.0,0.2395,0.4308,0.4387,-1.4507,0.3407,1.5546
2024-03-31,13.4786,2.0326,1,13.210899999999999,2.1189,1,12.6775,2.0538,1,11.7483,1.9657,1,11.1585,1.9509,1,10.7126,2.0202,1,10.682500000000001,2.1181,1,10.969899999999999,2.2471,1,11.248,2.2711,1,11.5367,2.3009,1,11.830599999999999,2.2061,1,1.0017,-0.1455,0,0.734,-0.1486,0,0.2006,-0.1661,0,-0.7286,-0.1964,0,-1.3184,-0.2197,0,-1.7643,-0.2415,0,-1.7944,-0.2464,0,-1.507,-0.2444,0,-1.2289,-0.2368,0,-0.9402,-0.2295,0,-0.6463,-0.2214,0,0.0,0.0,0.0,1.2843,0.9229,-1.3025,0.6749,-0.0078,-0.2578
2024-04-30,13.1158,1.792,1,12.9504,1.8355,1,12.8172,1.8661,1,12.2968,1.937,1,11.906400000000001,2.0372,1,11.461599999999999,2.1589,1,11.277800000000001,2.1819,1,11.2872,2.1324,1,11.358,2.0323,1,11.4543,1.9509,1,11.5818,1.8047,1,4.8248,0.012,0,4.6594,0.0106,0,4.5262,0.0058,0,4.0058,-0.0104,0,3.6154,-0.0266,0,3.1706,-0.0487,0,2.9868,-0.0595,0,2.9962,-0.0676,0,3.067,-0.0679,0,3.1633,-0.0676,0,3.2908,-0.0656,0,0.0,0.0,0.0,-0.6667,0.6854,1.3099,0.9836,-0.5257,-0.7201
2024-05-31,13.587200000000001,1.7616,1,13.7601,1.8831,1,14.0856,2.0291,1,14.0113,2.2445,1,13.654,2.393,1,13.145,2.5697,1,12.807400000000001,2.5986,1,12.6674,2.5587,1,12.439,2.3633,1,12.2998,2.1843,1,12.154800000000002,1.9184,1,5.1233,0.0589,0,5.2962,0.0691,0,5.6217,0.0798,0,5.5474,0.0788,0,5.1901,0.0636,0,4.6811,0.0386,0,4.3435,0.0218,0,4.2035,0.008,0,3.9751,-0.0033,0,3.8359,-0.0114,0,3.6909,-0.0193,0,0.0,0.0,0.0,0.3466,0.2061,2.0408,1.1396,-0.5254,-1.2004
2024-06-30,14.4489,1.7984,1,14.921100000000001,1.9644,1,15.221000000000002,2.0686,1,14.9765,2.2028,1,14.414000000000001,2.2816,1,13.651800000000001,2.3735,1,13.227,2.4022,1,12.9042,2.3397,1,12.6162,2.2089,1,12.4671,2.0763,1,12.3018,1.8508,1,17.9612,0.6051,0,18.4334,0.625,0,18.7333,0.6338,0,18.4888,0.6239,0,17.9263,0.5983,0,17.1641,0.5598,0,16.7393,0.5374,0,16.4165,0.5152,0,16.1285,0.5005,0,15.9794,0.4918,0,15.8141,0.4829,0,0.0,0.0,0.0,-0.7009,0.6712,0.7351,-0.2968,-0.5074,-0.5149
2024-07-31,14.876800000000001,1.7141,1,15.3101,1.8346,1,15.8099,1.962,1,15.5648,2.0747,1,14.9938,2.1508,1,14.300999999999998,2.2794,1,13.878,2.3407,1,13.5306,2.3318,1,13.2774,2.2879,1,13.1107,2.1937,1,12.9675,2.0236,1,21.8298,0.7679,0,22.2631,0.7843,0,22.7629,0.7992,0,22.5178,0.7891,0,21.9468,0.7643,0,21.254,0.7297,0,20.831,0.7078,0,20.4836,0.6853,0,20.2304,0.672,0,20.0637,0.6628,0,19.9205,0.6549,0,0.0,0.0,0.0,0.6411,-0.802,0.509,0.6599,-0.3715,-1.4852
2024-08-31,15.929099999999998,1.7789,1,16.4251,1.8826,1,16.860000000000003,1.9656,1,16.5903,2.0641,1,15.882100000000001,2.1173,1,14.8278,2.1561,1,14.0989,2.1276,1,13.6096,2.0868,1,13.2448,2.0232,1,13.0273,1.9352,1,12.8549,1.7905,1,24.811,0.9102,0,25.307,0.9266,0,25.7419,0.9372,0,25.4722,0.9256,0,24.764,0.8972,0,23.7097,0.851,0,22.9808,0.8188,0,22.4915,0.7922,0,22.1267,0.7751,0,21.9092,0.7643,0,21.7368,0.7555,0,0.0,0.0,0.0,-0.9533,1.2024,0.9282,0.9192,-0.3447,-0.9155
2024-09-30,18.0914,2.0286,1,18.051,1.996,1,18.0621,1.9755,1,17.591,2.0234,1,16.9564,2.1024,1,15.6312,2.1084,1,14.576799999999999,2.0198,1,13.6982,1.8691,1,12.8395,1.6143,1,12.32,1.3941,0,11.885,1.1419,0,19.1631,0.7562,0,19.1227,0.7511,0,19.1338,0.7453,0,18.6627,0.7274,0,18.0281,0.7037,0,16.7029,0.6495,0,15.6485,0.6057,0,14.7699,0.5644,0,13.9112,0.528,0,13.3917,0.5054,0,12.9567,0.4859,0,0.0,0.0,0.0,-2.2209,2.2185,1.4443,1.2403,-1.2022,-0.9943
2024-10-31,20.313399999999998,2.1861,1,20.381,2.1759,1,20.404,2.1635,1,19.9418,2.2258,1,19.1265,2.291,1,17.465300000000003,2.3072,1,16.051,2.2232,1,14.7424,2.0472,1,13.5683,1.7777,1,12.9325,1.5677,1,12.364999999999998,1.2937,0,13.6137,0.577,0,13.6813,0.5771,0,13.7043,0.5725,0,13.2421,0.5564,0,12.4268,0.5272,0,10.7656,0.4622,0,9.3513,0.4052,0,8.0427,0.3474,0,6.8686,0.2986,0,6.2328,0.2712,0,5.6653,0.2461,0,0.0,0.0,0.0,-0.5508,1.6593,2.0497,0.8147,-0.3192,-0.3535
2024-11-30,21.849999999999998,2.1677,1,21.64,2.1136,1,21.1602,2.0263,1,20.0729,1.9739,1,18.9558,1.9674,1,16.9502,1.8929,1,15.504,1.7995,1,14.219399999999998,1.6408,1,13.137799999999999,1.4293,0,12.5476,1.2545,0,12.087499999999999,1.0545,0,5.1006,0.2857,0,4.8906,0.2755,0,4.4108,0.2501,0,3.3235,0.2083,0,2.2064,0.1664,0,0.2008,0.0862,0,-1.2454,0.0269,0,-2.53,-0.0313,0,-3.6116,-0.0775,0,-4.2018,-0.1039,0,-4.6619,-0.1253,0,0.0,0.0,0.0,-0.9118,0.8298,-0.2709,0.1889,0.2598,-0.9793
2024-12-31,17.890900000000002,1.2662,0,17.7935,1.2419,0,17.4957,1.1881,0,16.923,1.1919,0,16.2928,1.2225,0,15.1148,1.2437,0,14.2813,1.2605,0,13.5448,1.247,0,12.6934,1.1168,0,12.2453,1.0086,0,11.9879,0.9216,0,11.3433,0.5984,0,11.2459,0.5922,0,10.9481,0.5758,0,10.3754,0.5598,0,9.7452,0.544,0,8.5672,0.5075,0,7.7337,0.48,0,6.9972,0.4505,0,6.1458,0.4172,0,5.6977,0.3988,0,5.4403,0.3876,0,0.0,1.0,0.0,-0.8129,-3.1865,0.2843,-2.2784,-0.9835,1.288
2025-01-31,17.3025,1.0607,0,17.18,1.0345,0,16.9864,1.0028,0,16.6085,1.038,0,16.2192,1.1112,0,15.667599999999998,1.2887,0,15.261599999999998,1.4571,0,14.900100000000002,1.6379,1,14.456199999999999,1.7815,1,14.157799999999998,1.8322,1,14.0825,1.8909,1,9.8023,0.5625,0,9.6798,0.5553,0,9.4862,0.5443,0,9.1083,0.5392,0,8.719,0.5371,0,8.1674,0.534,0,7.7614,0.5296,0,7.3999,0.5205,0,6.956,0.5087,0,6.6576,0.4986,0,6.5823,0.4966,0,0.0,0.0,0.0,2.8537,-1.9373,-0.7812,-0.3385,2.5323,-1.05
2025-02-28,18.3304,1.1742,0,17.985500000000002,1.107,0,17.470299999999998,1.0186,0,16.5147,0.9392,0,15.7318,0.9174,0,14.8059,0.9592,0,14.248199999999999,1.0264,0,13.8048,1.0988,0,13.260100000000001,1.1156,0,12.9016,1.0824,0,12.855,1.121,0,24.4317,1.2619,0,24.0868,1.242,0,23.5716,1.2185,0,22.616,1.1949,0,21.8331,1.185,0,20.9072,1.1801,0,20.3495,1.1791,0,19.9061,1.1763,0,19.3614,1.1675,0,19.0029,1.159,0,18.9563,1.1601,0,0.0,0.0,0.0,-1.811,1.6373,-0.5284,0.8367,1.1795,-0.3004
2025-03-31,20.0,1.3956,0,18.4909,1.1212,0,16.6621,0.7825,0,15.0937,0.5621,0,14.504,0.5567,0,14.0677,0.6777,0,13.7868,0.7979,0,13.5171,0.9048,0,13.167,0.9888,0,12.9466,1.0218,0,13.0274,1.1232,0,30.0671,1.4852,0,28.558,1.4187,0,26.7292,1.3447,0,25.1608,1.3031,0,24.5711,1.3087,0,24.1348,1.3364,0,23.8539,1.3553,0,23.5842,1.368,0,23.2341,1.3745,0,23.0137,1.3762,0,23.0945,1.3842,0,0.0,0.0,0.0,1.0555,0.376,-2.4175,1.2483,-0.1145,0.4632
2025-04-30,18.864099999999997,1.085,0,17.930899999999998,0.9353,0,16.7301,0.7337,0,15.6093,0.6179,0,15.053400000000002,0.6318,0,14.5237,0.7484,0,14.2294,0.8798,0,14.005700000000001,1.0243,0,13.6945,1.1493,0,13.5175,1.2233,0,13.586,1.3181,0,30.3555,1.3746,0,29.4223,1.3413,0,28.2215,1.3041,0,27.1007,1.2887,0,26.5448,1.2977,0,26.0151,1.3219,0,25.7208,1.3407,0,25.4971,1.3564,0,25.1859,1.3658,0,25.0089,1.3704,0,25.0774,1.3772,0,0.0,0.0,0.0,0.3323,0.1314,0.3071,-1.4678,1.0614,-1.2479
